plot_ID,azimuth,species,shrub,over_1_ft,over_4.5_ft,notes
GMMTmat3,0,RUBUS,10,0,0,
GMMTmat3,0,FRAM,0,1,0,
GMMTmat3,0,SAMB,5,0,0,
GMMTmat3,120,ACPE,0,4,0,
GMMTmat3,120,ACSA,0,4,0,
GMMTmat3,120,FAGR,0,2,0,
GMMTmat3,120,FRAM,0,2,0,
GMMTmat3,120,RUBUS,18,0,0,
GMMTmat3,240,FAGR,0,3,0,
GMMTmat3,240,ACPE,0,1,0,
GMMTmat3,240,ACSA,0,22,0,
GMMTmat3,240,FRAM,0,10,0,
GMMTmat3,240,RUBUS,0,6,0,
CH224mat2,0,FAGR,0,0,2,
CH224mat2,0,ACPE,0,0,2,
CH224mat2,240,ACPE,0,2,3,
CH224mat2,240,ACPE-dead,0,1,0,
CH224gap2,0,ACSA,0,3,3,
CH224gap2,240,OSVI,0,0,1,
CH224gap2,240,RUBUS,2,0,0,
CH224mat3,0,ACPE,0,0,1,
CH224mat3,0,ACSA,0,2,0,
CH224mat3,0,SAMB,2,0,0,
CH224mat3,120,BEAL,0,1,0,
CH224mat3,120,FAGR,0,1,0,
CH224mat3,120,ACPE,0,1,0,
CH224mat3,120,TIAM,0,1,0,
CH224mat3,120,ACSA,0,1,0,
CH224mat3,240,ACSA,0,2,0,
CCH224gap3,0,FAGR,0,3,2,
CCH224gap3,0,OSVI,0,1,1,
CCH224gap3,0,FRAM,0,3,1,
CCH224gap3,120,FAGR,0,7,0,
CCH224gap3,120,RUBUS,2,0,0,
CCH224gap3,120,FRAM,0,1,0,
CCH224gap3,240,FRAM,0,6,0,
CCH224gap3,240,ACSA,0,3,0,
CCH224gap3,240,SAMB,1,0,0,
CH231unh1,0,FAGR,0,1,0,
CH231unh1,240,FAGR,0,4,2,
GSF396mat2,0,ACPE,0,0,1,
GSF396mat2,0,ACPE-dead,0,0,1,
GSF396mat2,240,ACPE,0,2,2,
GSF396mat2,120,FAGR,0,1,1,
JMP1mat1,0,PRSE,0,1,0,
JMP1mat1,0,ACPE,0,1,2,
JMP1mat1,0,ACSA,0,5,0,
JMP1mat1,120,ACSA,0,5,5,
JMP1mat1,120,ACPE,0,0,1,
JMP1mat1,120,ACSP2,0,3,0,
JMP1mat1,240,ACSA,0,7,8,
JMP1mat1,240,ACPE,0,1,1,
JMP1mat1,0,ACPE,0,3,6,
JMP1mat1,0,ACSA,0,4,0,
JMP1mat1,120,ACSA,0,4,0,
JMP1mat1,120,ACPE,0,3,2,
JMP1mat1,120,FAGR,0,1,0,
JMP1mat1,240,ACPE,0,2,6,
JMP1mat2,0,ACPE,0,3,6,
JMP1mat2,0,ACSA,0,2,0,
JMP1mat2,120,ACSA,0,4,0,
JMP1mat2,120,ACPE,0,3,2,
JMP1mat2,120,FAGR,0,1,0,
JMP1mat2,240,ACPE,0,2,6,
JMP1mat3,0,ACSP2,0,1,0,
JMP1mat3,0,ACSA,0,4,4,
JMP1mat3,0,FRAM,0,1,0,
JMP1mat3,0,ACPE,0,0,4,
JMP1mat3,120,ACSP2,0,3,0,
JMP1mat3,120,PRVI,0,2,0,choke cherry
JMP1mat3,120,ACSA,0,6,0,
JMP1mat3,120,ACPE,0,1,0,
JMP1mat3,240,PRVI,0,1,0,choke cherry
JMP1mat3,240,PRPE,0,1,0,
JMP1mat3,240,ACPE,0,1,1,
JMP1mat3,240,FRAM,0,3,0,
JMP1mat3,240,ACSA,0,1,0,
GSF396mat1,0,ABBA,0,2,0,
GSF396mat1,0,ACPE,0,4,2,
GSF396mat1,0,PRSE,0,2,0,
GSF396mat1,0,FAGR,0,1,0,
GSF396mat1,120,ACRU,0,1,0,
GSF396mat1,120,PRSE,0,1,2,
GSF396mat1,120,FAGR,0,1,1,
GSF396mat1,120,ACSA,0,1,0,
GSF396mat1,240,ACPE,0,2,4,
GSF396mat1,240,PRSE,0,2,2,
GSF396mat1,240,ACSA,0,1,0,
GSF396mat1,240,BEAL,0,1,0,
GSF396mat1,240,RUBUS,4,0,0,
GSF396mat1,240,ACRU,0,1,0,
GSF396gap2,0,RUBUS,19,0,0,
GSF396gap2,0,FRAM,0,4,1,
GSF396gap2,0,ACSA,0,2,2,
GSF396gap2,120,RUBUS,28,0,0,
GSF396gap2,240,FRAM,0,2,0,
GSF396gap2,240,ACPE,0,1,1,
GSF396gap2,240,RUBUS,25,0,0,
GSF396gap2,240,ACSA,0,8,0,
GSF396mat3,0,ACPE,0,1,0,
GSF396mat3,120,ACPE,0,1,0,
GSF396mat3,240,FAGR,0,0,2,
GSF396mat3,240,FAGR-dead,0,0,1,
GSF396mat4,0,ACPE,0,4,1,
GSF396mat4,120,RUBUS,0,3,0,
GSF396mat4,240,RUBUS,0,3,0,
GSF396mat5,0,PRSE,0,1,0,
GSF396mat5,0,RUBUS,3,0,0,
GSF396mat5,0,BEAL,0,3,0,
GSF396mat5,0,ACPE,0,0,3,
GSF396mat5,0,ACRU,0,1,0,
GSF396mat5,120,PRSE,0,0,1,
GSF396mat5,120,ACPE,0,1,5,
GSF396mat5,120,RUBUS,2,0,0,
GSF396mat5,240,ACPE,0,0,1,
GSF396mat5,240,PRSE,0,0,1,
GSF396mat5,240,RUBUS,4,0,0,
GSF396mat5,240,FRAM,0,1,0,
GSF396mat5,240,ACRU,0,1,0,
GSF396gap1,240,ACSA,0,2,0,
GSF396gap1,240,ACPE,0,1,1,
GSF396gap1,240,RUBUS,22,0,0,
GSF396gap1,240,PRSE,0,2,1,
GSF396gap1,0,RUBUS,50,0,0,
GSF396gap1,0,ACPE,0,1,0,
GSF396gap1,0,ACSA,0,2,0,
GSF396gap1,0,BEAL,0,1,0,
GSF396gap1,120,RUBUS,31,0,0,
MPunh1,120,ACPE,0,8,0,
MPunh1,240,ACPE,0,5,0,
MPunh1,240,ACSA,0,4,0,
MPunh2,0,ACSA,0,8,1,
MPunh2,0,ACPE,0,0,1,
MPunh2,120,BEAL,0,0,1,
MPunh2,120,ACSA,0,11,1,
MPunh2,120,ACPE,0,1,2,
MPunh2,240,ACSA,0,2,0,
MPunh3,0,ACSA,0,2,0,
MPunh3,0,ACPE,0,1,0,
MPunh3,120,ACPE,0,3,0,
MPunh3,120,ACSA,0,5,2,
MPunh3,240,ACSA,0,8,0,
MP1314mat2,0,UNK,1,0,0,
MP1314mat2,0,ACSA,0,1,0,
MP1314mat2,120,ACPE,0,4,2,
MP1314mat2,120,SWAL,0,1,0,sweda alternifolia (alternate-leafed dogwood)
MP1314mat2,120,ACSA,0,0,2,
MP1314mat2,240,SAMB,1,0,0,sambucus sp.
MP1314mat2,240,ACPE,0,1,0,
MP1314mat3,0,ACPE,0,5,5,
MP1314mat3,0,BEAL,0,1,0,
MP1314mat3,0,FRAM,0,0,1,
MP1314mat3,0,ACSA,0,1,1,
MP1314mat3,0,FAGR-dead,0,1,0,
MP1314mat3,120,ACSA,0,15,0,
MP1314mat3,120,SWAL,0,5,0,
MP1314mat3,120,ACPE,0,6,2,
MP1314mat3,240,ACPE,0,4,2,
MP1314mat3,240,ACSA,0,3,1,
MP1314mat3,240,FRAM,0,0,1,
MP1314mat3,240,FAGR,0,0,4,
MPunh4,0,ACSA,0,1,0,
MPunh4,120,FAGR,0,2,0,
MPunh4,120,ACSA,0,6,0,
MPunh4,120,BEAL,0,6,0,
MPunh4,120,ACPE,0,3,0,
MPunh4,240,ACSA,0,1,0,
MPunh4,240,BEAL,0,0,1,
MPunh4,240,ACPE,0,1,0,
CH224mat1,0,BEAL,0,0,3,
CH224mat1,120,ACPA,1,0,0,*Acte pachypoda: Bainberry/ white cohash
CH224mat1,240,ACSA,0,2,0,
CH224mat1,240,ACSA,0,0,1,
CH224mat1,240,SAMB,1,0,0,
CH224mat1,240,TIAM,0,0,1,
CH231unh2,0,ACPE,0,0,1,
CH231unh2,240,OSVI,0,0,1,
CH231unh2,120,RUBUS,2,0,0,
CH231unh2,120,ACSA,0,1,1,
CH231unh3,0,ACPE,0,3,0,
CH231unh3,0,ACSA,0,2,0,
CH231unh3,0,ACRU,0,3,0,
CH231unh3,240,ACSA,0,3,0,
CH231unh3,240,FAGR,0,1,0,
CH231unh3,240,BEAL,0,1,1,
CH231unh3,240,ACPE,0,1,0,
CH231unh3,240,UNK-dead,0,1,0,
CH231unh3,120,ACPE,0,4,1,
CH231unh3,120,ACRU,0,0,1,
CH231unh3,120,ACPE-dead,0,0,1,
CH231unh4,0,OSVI,0,1,0,
CH231unh4,0,UNK-dead,0,1,0,
CH231unh4,240,FAGR,0,0,1,
CH231unh4,240,ACPE,0,1,0,
CH231unh4,240,ACPE-dead,0,0,1,
CWEunh1,0,FAGR,0,1,0,
CWEunh1,240,FAGR,0,3,0,
CWEunh2,120,ACSA,0,0,2,
CWEunh2,240,OSVI,0,0,1,
CWEunh3,120,JUCI,0,1,0,Butternut (Juglans cinerea)
CWEunh3,120,ACSA,0,0,1,
CWEunh3,240,ACSA,0,1,0,
CWEunh4,0,ACSA,0,5,0,
CWEunh4,240,FAGR,0,0,1,
JNPunh1,120,PISP-dead,0,0,1,
JNPunh2,0,FRAM,0,11,0,
JMP7mat1,0,FAGR,0,1,8,
JMP7mat1,120,ACPE,0,0,1,
JMP7mat1,120,FAGR,0,0,3,
JMP7mat1,240,ACPE,0,0,1,
JMP7mat1,240,OSVI-dead,0,0,1,
JMP7mat1,240,FAGR,0,0,3,
JMP7mat2,120,ACSA,0,5,0,
JMP7mat2,120,FRAM,0,1,0,
JMP7mat2,240,FAGR,0,0,6,
JMP7mat2,240,BEAL,0,0,2,
JMP7mat2,0,ACSA,0,8,0,
JMP7mat2,0,SWAL,0,1,0,
JMP7mat3,0,ACSA,0,20,0,
JMP7mat3,120,ACSA,0,8,0,
JMP7mat3,120,SAMB,0,1,0,
JMP7mat3,120,SWAL,0,1,0,
JMP7mat3,240,ACSA,0,5,0,
JMP7mat3,240,SAMB,0,2,0,
JMP7mat3,240,ACPE,0,7,0,
JMP3unh1,0,ACSA,0,1,0,
JMP3unh1,0,ACPE,0,0,1,
JMP3unh1,120,BEAL,0,1,1,
JMP3unh1,120,ACSA,0,0,2,
JMP3unh1,120,FAGR,0,0,1,
JMP3unh1,120,ACSA-dead,0,1,0,
JMP3unh1,240,ACSA-dead,0,0,1,
JMP3unh1,240,ACSA,0,0,2,
HSP118unh1,0,ACSP2,0,0,1,ACSP2 = mountain maple
HSP118unh1,0,ACPE,0,0,1,
HSP118unh1,120,ABBA,0,0,1,
HSP118unh1,120,ACPE,0,1,0,
HSP118unh1,120,ACSA,0,0,1,
HSP118unh1,120,FAGR,0,0,1,
HSP118unh1,120,PRSE,0,1,0,
HSP118unh1,240,PRSE,0,1,0,
HSP118unh1,240,ACSA,0,0,2,
HSP118unh2,0,FRAM,0,4,0,
HSP118unh2,120,FRAM,0,2,0,
HSP118unh2,120,ACSA,0,1,0,
HSP118unh2,240,FRAM,0,0,1,
HSP118unh3,0,ACPE,0,1,0,
HSP118unh3,0,ACSA,0,2,2,
HSP118unh3,240,ACPE,0,2,4,
HSP118unh3,240,ACSA,0,1,0,
HSP118unh3,240,VIAL,5,0,0,
HSP118unh3,120,ACPE,0,0,1,
HSP118unh3,120,VIAL,4,0,0,
HSP118unh4,0,ABBA,0,4,0,
HSP118unh4,240,ABBA-dead,0,1,0,
HSP118unh4,240,PIRU,0,0,1,
HSP118unh4,120,ABBA,0,2,0,
HSP118unh4,120,FAGR,0,2,0,
HSP118unh4,120,VIAL,1,0,0,
MSF3111unh1,0,ACPE,0,4,5,
MSF3111unh1,0,FAGR,0,0,2,
MSF3111unh1,0,ACSA,0,1,0,
MSF3111unh1,0,ABBA,0,1,0,
MSF3111unh1,120,FRAM,0,0,1,
MSF3111unh1,120,ACPE,0,1,3,
MSF3111unh1,120,ACSA,0,1,1,
MSF3111unh1,120,RUBUS,3,0,0,
MSF3111unh1,240,ACPE,0,6,1,
MSF3111unh1,240,FRAM,0,1,0,
MSF3111unh1,240,PIRU,0,1,0,
MSF3111unh1,240,FAGR,0,0,1,
MSF3111unh1,240,ACSA,0,2,0,
MSF3111unh2,0,ACPE,0,2,1,
MSF3111unh2,0,BEAL,0,0,2,
MSF3111unh2,0,FAGR,0,0,2,
MSF3111unh2,120,BEAL,0,1,1,
MSF3111unh2,120,ACPE,0,10,0,
MSF3111unh2,120,ABBA,0,1,0,
MSF3111unh2,240,ACPE,0,5,0,
MSF3111unh2,240,FAGR,0,0,1,
MSF3111unh3,0,ACSA,0,3,0,
MSF3111unh3,240,UNK-dead,0,0,1,
MSF3111unh3,240,FRAM,0,2,0,
MSF3111unh3,240,PODE,0,1,0,cottonwood (Populus deltoides)
MSF3111unh4,120,PODE,0,1,0,
MSF3111unh4,120,ABBA,0,1,0,
TNCLPmat1,0,ACSA,0,5,0,
TNCLPmat1,120,ACSA,0,2,5,
TNCLPmat1,240,ACSA,0,0,4,
TNCLPmat1,240,ACSA-dead,0,1,1,
TNCLPgap1,0,ACSA,0,2,0,
TNCLPgap1,0,PRSE,0,2,0,
TNCLPgap1,120,SAMB,1,0,0,
TNCLPgap1,120,ACSA,0,1,0,
TNCLPgap1,240,ACSA,0,2,0,
TNCLPmat2,0,ACSA,0,9,0,
TNCLPmat2,0,OSVI,0,0,2,
TNCLPmat2,120,ACSA,0,1,2,
TNCLPmat2,240,ACSA-dead,0,0,1,
TNCLPmat2,240,ACSA,0,0,1,
TNCLPgap2,0,TIAM,0,9,0,
TNCLPgap2,0,ABBA,0,1,0,
TNCLPmat3,0,ACSA,0,0,4,
TNCLPmat3,120,ACSA,0,5,1,
TNCLPmat3,120,PRSE,0,2,0,
TNCLPmat3,120,ACSA-dead,0,1,0,
TNCLPmat3,240,ACSA,0,3,11,
TNCLPmat3,240,ACPE,0,2,0,
TNCLPmat3,240,UNK-dead,0,0,1,
TNCLPgap3,0,PIRU-dead,0,0,1,
