"","Stand_name","species","BA_sqm"
"252","Potter Mtn Rd. Hancock Unit","FRAM",4.68002301046738
"253","Roaring Brook stand 125-5","FRAM",1.80152588684882
"254","Roaring Brook stand 125-6","FRAM",3.89330508975912
"255","Schoolhouse Lot, BB stand","FRAM",4.99917179449836
"256","Shaker State Forest","FRAM",0.942069389031971
"257","Sherlock Lot 2014","FRAM",2.19857795579906
"258","Sherlock Lot 2017","FRAM",1.80628045893348
"259","Stoner Woodlot","FRAM",1.45986904639113
"260","Sunnyside stand 63-49","FRAM",2.01377469133206
"261","Tunxis State Forest stand 49","FRAM",2.85303422676492
"262","York Lake stand 2","FRAM",5.38688648114534
"263","Balance Rock State Park","FRNI",0.0232352192659501
"264","Joe Nelson property","FRNI",0.899269116117627
"265","Mud Pond 2019","FRNI",0.0206119894002026
"266","Housatonic State Forest stand 16-1","HAVI",0.0105683176866761
"267","Algonquin State Forest stand 1-14","OSVI",0.107563420069934
"268","Balance Rock State Park","OSVI",0.0558080372965325
"269","Camel's Hump SP stand 2-2-14","OSVI",0.228713442968481
"270","Camel's Hump SP stand 2-2-4","OSVI",0.0160606070433144
"271","Camel's Hump SP stand 2-3-1","OSVI",0.0216424317905801
"272","Clam Dam unit 3","OSVI",0.014957122623741
"273","Clements Woodlot East","OSVI",0.256723883067887
"274","Hill Roberts property","OSVI",0.590296620229725
"275","Housatonic State Forest stand 16-1","OSVI",0.0191134497044403
"276","Jason Mills property stand 3","OSVI",0.0109358840271461
"277","Joe Nelson property","OSVI",0.0419253393603192
"278","Long Pond harvested","OSVI",0.0545144865214169
"279","Long Pond unharvested","OSVI",0.047904575578264
"280","Mud Pond 2019","OSVI",0.0598551940325195
"281","Potter Mtn Rd. Hancock Unit","OSVI",0.153590894037678
"282","Shaker State Forest","OSVI",0.0211625535127442
"283","Tunxis State Forest stand 49","OSVI",0.0174366246255868
"284","Cardigan Mountain State Forest comp 1, stand 1","PIRU",0.332524230613702
"285","Cardigan Mountain State Forest comp 6, stand 2","PIRU",0.333304130989955
"286","Cook Brook stand 62-6","PIRU",0.0811104245285447
"287","Hill Roberts property","PIRU",0.309054962695059
"288","Kearsarge Mountain State Forest comp 4, stand 26","PIRU",0.242315753760361
"289","Mathewson State Forest stand 3-1-11","PIRU",0.0339794661412272
"290","Mud Pond 2019","PIRU",0.0381247976476389
"291","Joe Nelson property","PISP",0.120072456618365
"292","Sherlock Lot 2017","PISP",0.00916088417786784
"293","Clam Dam unit 1","PIST",0.0383260073516502
"294","County Rd ash salvage","PIST",0.0918633107836191
"295","Dennis Hill State Park stand 1","PIST",0.836905207149449
"296","Haystack Mountain State Park","PIST",0.44879457472306
"297","Mathewson State Forest stand 3-1-11","PIST",0.811673471343725
"298","Shaker State Forest","PIST",0.148793682055647
"299","Tunxis State Forest stand 49","PIST",0.0326851299679482
"300","York Lake stand 2","PIST",1.20173130010818
"301","Camel's Hump SP stand 2-2-4","PODE",0.179450913965703
"302","Camel's Hump SP stand 2-2-14","POGR",0.029864765163188
"303","Cardigan Mountain State Forest comp 1, stand 1","POGR",0.180955736846772
"304","Shaker State Forest","POGR",0.104634670318625
"305","Holbrook State Park stand 1-1-8","POSP",0.0674256469295075
"306","Cardigan Mountain State Forest comp 1, stand 1","POTR",0.125036173011037
"307","Holbrook State Park stand 1-1-8","POTR",0.0514718540364152
"308","Mathewson State Forest stand 3-1-11","POTR",0.234710743344184
"309","Stoner Woodlot","POTR",0.0716314540945009
"310","Camel's Hump SP stand 2-2-14","PRPE",0.0201061929829747
"311","Mathewson State Forest stand 3-1-11","PRPE",0.0189006068021596
"312","Balance Rock State Park","PRSE",1.00428077755468
"313","Camel's Hump SP stand 1-4-5","PRSE",0.20380218402184
"314","Camel's Hump SP stand 2-3-1","PRSE",0.0710211997215411
"315","Cardigan Mountain State Forest comp 1, stand 1","PRSE",0.0441150294398713
"316","Cardigan Mountain State Forest comp 6, stand 2","PRSE",0.0711578590019722
"317","Clam Dam unit 3","PRSE",0.680993245636062
"318","County Rd ash salvage","PRSE",2.2045901824574
"319","Dennis Hill State Park stand 1","PRSE",2.31576895334561
"320","Groton State Forest stand 3-9-6","PRSE",0.266891647691231
"321","Haystack Mountain State Park","PRSE",0.244924061061004
"322","Jason Mills property stand 3","PRSE",0.0510705155749191
"323","Joe Nelson property","PRSE",0.14454546338983
"324","Long Pond harvested","PRSE",0.139204755878727
"325","Mad Tom stand 58-14","PRSE",0.260634380523443
"326","Mathewson State Forest stand 3-1-11","PRSE",0.146980197696362
"327","Mud Pond 2013-14","PRSE",0.0297642341982731
"328","Mud Pond 2019","PRSE",0.0831014088727572
"329","Potter Mtn Rd. Hancock Unit","PRSE",0.179661400673493
"330","Roaring Brook stand 125-5","PRSE",0.254819292521649
"331","Roaring Brook stand 125-6","PRSE",0.315693147972095
"332","Schoolhouse Lot, BB stand","PRSE",0.320694563476609
"333","Sherlock Lot 2017","PRSE",0.045238934211693
"334","York Lake stand 2","PRSE",0.665131779558917
"335","Algonquin State Forest stand 1-14","QURU",0.802637653084022
"336","Balance Rock State Park","QURU",0.445362384749013
"337","Camel's Hump SP stand 2-3-1","QURU",0.0105683176866761
"338","Cardigan Mountain State Forest comp 6, stand 2","QURU",0.294419067920148
"339","County Rd ash salvage","QURU",0.60877782441263
"340","Dennis Hill State Park stand 1","QURU",0.181710504481797
"341","Haystack Mountain State Park","QURU",1.10735407632447
"342","Heaphy Richardson Lot","QURU",1.66129634203014
"343","Shaker State Forest","QURU",2.82894295198732
"344","Tunxis State Forest stand 49","QURU",0.887998652472874
"345","York Lake stand 2","QURU",0.377633574128434
"346","Camel's Hump SP stand 2-2-4","ROPS",0.244544713748083
"347","Mud Pond 2019","THOC",0.0526852941988642
"348","Balance Rock State Park","TIAM",0.128658429340626
"349","Camel's Hump SP stand 1-3-8","TIAM",0.104062115057508
"350","Camel's Hump SP stand 1-4-5","TIAM",0.132025431267111
"351","Cardigan Mountain State Forest comp 1, stand 1","TIAM",0.0274653737740088
"352","Clam Dam unit 3","TIAM",0.0356327292751788
"353","Clements Woodlot East","TIAM",0.0589645525152268
"354","Joe Nelson property","TIAM",0.887139426882117
"355","Long Pond harvested","TIAM",0.223903564436563
"356","Mud Pond 2019","TIAM",0.0176714586764426
"357","Potter Mtn Rd. Hancock Unit","TIAM",0.111036450748478
"358","Shaker State Forest","TIAM",0.393025807334697
"359","Balance Rock State Park","TSCA",0.0323654729154455
"360","Clam Dam unit 1","TSCA",0.600665840257827
"361","Clam Dam unit 3","TSCA",0.232664781128533
"362","Clements Woodlot East","TSCA",0.0162860163162095
"363","Cook Brook stand 62-6","TSCA",0.104264747783665
"364","County Rd ash salvage","TSCA",0.0053469532059495
"365","Heaphy Richardson Lot","TSCA",0.0848552049873059
"366","Shaker State Forest","TSCA",0.593595292515994
"367","Hill Roberts property","ULAM",0.0448627284914256
"368","Joe Nelson property","ULAM",0.18933750604655
"369","Shaker State Forest","ULRU",0.0132732289614169
"370","Clam Dam unit 1","ULSP",0.0699396624454322
"371","Clam Dam unit 3","ULSP",0.00916088417786784
"372","Algonquin State Forest stand 1-14","UNK",0.156937535499646
"373","Alpaca stand 66-30","UNK",0.180658619948478
"374","Balance Rock State Park","UNK",0.3518152835311
"375","Camel's Hump SP stand 1-3-8","UNK",2.93017079631786
"376","Camel's Hump SP stand 1-4-5","UNK",0.141577617046466
"377","Camel's Hump SP stand 2-2-14","UNK",0.237188527749001
"378","Camel's Hump SP stand 2-2-4","UNK",0.414374447711036
"379","Camel's Hump SP stand 2-3-1","UNK",0.171009081887051
"380","Cardigan Mountain State Forest comp 1, stand 1","UNK",0.0720408930328786
"381","Cardigan Mountain State Forest comp 6, stand 2","UNK",0.762636212892171
"382","Clam Dam unit 1","UNK",0.589457631440973
"383","Clam Dam unit 3","UNK",0.587448861430165
"384","Clements Woodlot East","UNK",0.556677984447076
"385","Cook Brook stand 62-6","UNK",0.0551419130131326
"386","County Rd ash salvage","UNK",1.42034366598045
"387","Groton State Forest stand 3-9-6","UNK",0.460457472368867
"388","Heaphy Richardson Lot","UNK",0.572417747222602
"389","Hill Roberts property","UNK",2.00331691823058
"390","Holbrook State Park stand 1-1-8","UNK",0.297740993073056
"391","Jason Mills property stand 1","UNK",0.173946710330382
"392","Jason Mills property stand 3","UNK",0.584691677055533
"393","Jason Mills property stand 7","UNK",1.57823301503924
"394","Joe Nelson property","UNK",1.39300405452853
"395","Long Pond harvested","UNK",0.688588489570341
"396","Long Pond unharvested","UNK",0.404596123744939
"397","Mad Tom stand 58-14","UNK",0.530491092224867
"398","Mathewson State Forest stand 3-1-11","UNK",1.5168697693593
"399","Mud Pond 2013-14","UNK",1.84359192794118
"400","Mud Pond 2019","UNK",2.17196896947606
"401","Mud Pond unharvested","UNK",0.630756144001528
"402","Potter Mtn Rd. Hancock Unit","UNK",0.346513561631171
"403","Roaring Brook stand 125-5","UNK",0.600613816259462
"404","Roaring Brook stand 125-6","UNK",0.130396534999942
"405","Schoolhouse Lot, BB stand","UNK",0.297646932193439
"406","Shaker State Forest","UNK",0.754135857393912
"407","Sherlock Lot 2014","UNK",0.0125206997924146
"408","Sherlock Lot 2017","UNK",0.271860943311729
"409","Stoner Woodlot","UNK",0.225119579313204
"410","Sunnyside stand 63-49","UNK",0.393182375988745
"411","Tunxis State Forest stand 49","UNK",0.111822919957971
"412","York Lake stand 2","UNK",0.453366005950321
